"price","zipcode","room_type","bedrooms","accommodates","neighbourhood_group_cleansed","availability_30","host_is_superhost","review_scores_rating","review_scores_location","TV","Elevator","cleaning_fee","property_type","minimum_nights","bathrooms"
50,"11237","Private room",1,1,"Brooklyn",0,0,100,10,"1","0",25,"Apartment",5,1
53,"10030","Private room",1,2,"Manhattan",0,1,98,9,"0","0",35,"Apartment",2,1
275,"11217","Entire home/apt",3,5,"Brooklyn",0,0,95,10,"1","0",0,"Apartment",3,3
70,"11222","Private room",1,2,"Brooklyn",0,1,98,10,"1","0",20,"Apartment",1,1
290,"11211","Entire home/apt",2,4,"Brooklyn",0,0,100,10,"1","1",100,"Condominium",30,2
108,"10001","Private room",1,1,"Manhattan",0,0,87,10,"0","1",30,"Apartment",3,1
45,"11365","Private room",1,2,"Queens",0,0,100,10,"1","0",20,"House",2,2
260,"10036","Entire home/apt",2,6,"Manhattan",6,1,94,10,"1","0",100,"Apartment",2,1
58,"11377","Private room",1,2,"Queens",3,0,90,9,"0","0",19,"Apartment",2,2
145,"10036","Entire home/apt",0,2,"Manhattan",4,0,100,8,"0","1",35,"Apartment",3,1
150,"11205","Entire home/apt",1,2,"Brooklyn",0,1,98,9,"1","1",50,"Apartment",6,1
400,"10027","Entire home/apt",3,6,"Manhattan",6,1,96,10,"1","0",200,"Apartment",5,3
100,"10012","Private room",1,1,"Manhattan",0,0,98,10,"1","1",50,"Apartment",7,1
229,"10001","Entire home/apt",1,4,"Manhattan",18,0,100,10,"1","1",150,"Apartment",1,1
109,"10030","Entire home/apt",1,4,"Manhattan",0,0,90,8,"0","0",0,"Apartment",2,1
99,"11211","Private room",1,2,"Brooklyn",12,0,92,10,"0","0",25,"Apartment",1,1
95,"11212","Entire home/apt",2,6,"Brooklyn",7,1,99,10,"1","0",50,"House",7,1
175,"11222","Entire home/apt",2,4,"Brooklyn",4,1,99,10,"1","0",150,"Apartment",4,1
150,"10027","Entire home/apt",1,2,"Manhattan",0,1,100,10,"1","0",75,"Apartment",6,1
225,"11222","Entire home/apt",2,4,"Brooklyn",0,0,100,10,"1","1",100,"Condominium",6,2
129,"11222","Entire home/apt",1,2,"Brooklyn",4,0,96,10,"1","0",100,"Apartment",5,1
99,"10009","Private room",1,2,"Manhattan",0,0,80,9,"0","0",50,"Apartment",3,1
65,"11205","Private room",1,2,"Brooklyn",1,0,90,9,"1","1",25,"Apartment",1,1
215,"11221","Entire home/apt",3,6,"Brooklyn",0,1,100,10,"1","0",100,"Apartment",3,1
165,"10003","Entire home/apt",1,3,"Manhattan",16,0,90,10,"1","1",175,"Apartment",30,1
50,"10040","Private room",1,2,"Manhattan",0,0,98,9,"1","1",0,"Apartment",2,1
100,"10018","Private room",1,2,"Manhattan",28,0,75,9,"0","0",30,"Apartment",7,1
130,"10023","Private room",1,2,"Manhattan",0,0,87,9,"1","0",0,"Apartment",2,1
450,"11211","Entire home/apt",3,4,"Brooklyn",0,1,97,10,"1","0",0,"Apartment",3,1
95,"11211","Entire home/apt",1,3,"Brooklyn",10,0,91,9,"0","0",70,"Apartment",4,1
180,"10021","Entire home/apt",0,2,"Manhattan",0,0,93,9,"0","0",100,"Apartment",6,1
47,"11205","Private room",1,2,"Brooklyn",3,0,87,10,"0","0",15,"Apartment",1,1
67,"11221","Private room",1,2,"Brooklyn",27,1,98,10,"0","0",30,"Apartment",5,2
40,"10310","Private room",1,1,"Staten Island",28,0,100,10,"1","0",0,"Apartment",33,1
260,"10013","Entire home/apt",1,2,"Manhattan",12,0,90,10,"1","0",70,"Apartment",2,1
70,"10025","Private room",1,1,"Manhattan",2,0,93,9,"1","0",15,"Apartment",3,1
232,"","Entire home/apt",3,4,"Brooklyn",13,0,100,10,"1","1",0,"Apartment",7,2
95,"11205","Entire home/apt",1,2,"Brooklyn",3,0,100,10,"0","0",0,"Apartment",2,1
290,"11211","Entire home/apt",3,6,"Brooklyn",0,0,90,9,"1","0",80,"Loft",5,1
70,"10003","Private room",1,1,"Manhattan",15,0,100,10,"0","1",15,"Apartment",1,1
85,"11203","Entire home/apt",1,4,"Brooklyn",4,0,93,9,"1","0",50,"Apartment",2,1
175,"10012","Entire home/apt",2,4,"Manhattan",0,0,98,10,"1","1",25,"Apartment",2,1
70,"10036","Entire home/apt",1,2,"Manhattan",25,0,70,8,"1","0",75,"Apartment",20,1
60,"11226","Private room",1,2,"Brooklyn",17,0,100,10,"1","0",30,"Apartment",1,1
98,"10027","Private room",3,5,"Manhattan",6,0,80,9,"0","0",49,"Apartment",7,1
45,"10451","Private room",1,2,"Bronx",8,0,91,9,"1","1",0,"Condominium",2,1
125,"11385","Entire home/apt",1,6,"Queens",22,0,100,10,"0","0",95,"Apartment",2,1
995,"10023","Entire home/apt",3,6,"Manhattan",8,1,97,10,"1","0",100,"Apartment",4,3
89,"11218","Entire home/apt",0,3,"Brooklyn",0,0,92,9,"1","0",65,"Other",3,1
135,"10002","Entire home/apt",1,2,"Manhattan",0,0,98,10,"0","0",85,"Apartment",2,1
35,"11207","Private room",1,1,"Brooklyn",0,1,100,10,"0","0",35,"Townhouse",7,2
245,"10017","Entire home/apt",1,3,"Manhattan",4,0,100,10,"1","0",120,"Apartment",3,1
28,"10461","Private room",1,2,"Bronx",11,0,96,9,"1","0",20,"House",3,1
180,"11237","Entire home/apt",3,3,"Brooklyn",17,0,98,10,"1","0",120,"Apartment",2,1
82,"11233","Entire home/apt",2,4,"Brooklyn",6,1,95,9,"1","0",30,"Apartment",2,1
50,"11419","Private room",1,1,"Queens",0,0,96,9,"0","0",0,"House",1,1
50,"11206","Private room",1,2,"Brooklyn",0,0,100,10,"0","1",0,"Apartment",1,2
250,"11217","Entire home/apt",2,6,"Brooklyn",1,1,97,10,"1","0",100,"Apartment",2,1
39,"11105","Private room",1,2,"Queens",22,0,87,9,"1","0",0,"House",1,1
115,"11207","Private room",1,2,"Brooklyn",24,0,100,8,"1","0",75,"House",3,2
70,"11211","Private room",1,1,"Brooklyn",4,0,96,10,"1","1",0,"Condominium",4,1
90,"11205","Private room",1,2,"Brooklyn",2,0,96,10,"0","1",30,"Loft",2,1
99,"10036","Private room",1,1,"Manhattan",27,0,97,10,"1","1",60,"Apartment",365,1
200,"10024","Entire home/apt",1,2,"Manhattan",0,0,93,10,"0","0",0,"Apartment",1,1
75,"10019","Shared room",1,2,"Manhattan",30,0,87,10,"1","0",10,"Apartment",1,1
110,"10033","Entire home/apt",1,4,"Manhattan",1,0,94,10,"1","1",50,"Apartment",7,1
198,"10017","Private room",0,2,"Manhattan",10,0,87,9,"1","1",99,"Other",2,1
350,"10003","Entire home/apt",0,3,"Manhattan",0,0,100,10,"1","1",0,"Apartment",2,1
220,"11232","Entire home/apt",1,2,"Brooklyn",0,0,100,10,"1","1",100,"Apartment",15,1
165,"11211","Entire home/apt",2,5,"Brooklyn",0,0,100,10,"0","1",50,"Apartment",4,2
350,"10024","Entire home/apt",1,4,"Manhattan",4,0,94,10,"1","0",90,"Apartment",1,1
48,"10032","Private room",1,1,"Manhattan",0,0,90,10,"0","1",10,"Apartment",3,1
350,"10026","Entire home/apt",2,6,"Manhattan",0,0,100,8,"1","1",200,"Apartment",3,2
75,"11101","Private room",1,2,"Queens",0,0,100,10,"1","0",30,"Apartment",1,1
125,"11231","Entire home/apt",1,4,"Brooklyn",11,0,94,10,"1","0",100,"Apartment",1,1
90,"10302","Entire home/apt",2,5,"Staten Island",24,0,80,8,"1","0",80,"Apartment",2,1
85,"11222","Entire home/apt",1,2,"Brooklyn",0,0,95,10,"1","0",50,"Apartment",4,1
39,"11221","Private room",1,2,"Brooklyn",2,1,96,9,"0","0",0,"Apartment",2,2
250,"10003","Entire home/apt",1,3,"Manhattan",12,0,86,10,"0","0",100,"Apartment",7,1
100,"10027","Entire home/apt",1,2,"Manhattan",3,0,100,10,"0","0",0,"Apartment",6,1
125,"10019","Private room",1,2,"Manhattan",5,0,100,10,"1","0",0,"Apartment",3,2
60,"11221","Private room",1,3,"Brooklyn",13,0,75,8,"0","0",25,"Apartment",2,3
52,"10040","Private room",1,1,"Manhattan",0,0,95,9,"1","1",10,"Apartment",3,1
56,"10469","Private room",1,2,"Bronx",30,0,90,10,"1","0",30,"Townhouse",2,1
80,"10025","Private room",1,2,"Manhattan",13,0,94,10,"0","1",30,"Apartment",1,1
97,"10035","Entire home/apt",0,3,"Manhattan",5,1,98,9,"1","1",100,"Apartment",1,1
496,"11222","Entire home/apt",2,6,"Brooklyn",7,0,98,10,"1","0",130,"Condominium",3,2
65,"11213","Private room",1,2,"Brooklyn",0,0,98,9,"1","1",0,"Apartment",3,1
49,"11358","Private room",1,2,"Queens",17,0,96,10,"0","0",15,"House",1,1
85,"10128","Shared room",1,2,"Manhattan",27,0,100,10,"0","0",0,"Apartment",1,2
175,"10035","Entire home/apt",2,6,"Manhattan",9,1,94,9,"1","0",200,"Apartment",3,1
59,"11231","Private room",1,3,"Brooklyn",0,0,100,10,"1","0",50,"Apartment",5,2
65,"11206","Private room",1,2,"Brooklyn",0,0,100,10,"1","1",60,"Apartment",2,1
125,"10012","Entire home/apt",1,2,"Manhattan",0,1,95,10,"1","0",50,"Apartment",2,1
600,"10013","Entire home/apt",2,5,"Manhattan",17,1,98,10,"1","0",150,"Loft",3,2
125,"11233","Entire home/apt",1,4,"Brooklyn",2,0,92,10,"1","0",0,"Apartment",2,1
150,"10018","Private room",1,2,"Manhattan",23,0,80,10,"0","0",30,"Apartment",7,2
99,"11369","Entire home/apt",1,8,"Queens",21,0,90,9,"1","0",60,"Apartment",1,1
300,"10012","Entire home/apt",1,2,"Manhattan",26,0,100,10,"1","1",75,"Apartment",14,1
140,"11211","Entire home/apt",1,2,"Brooklyn",2,0,100,10,"1","0",50,"Apartment",3,1
60,"11208","Private room",1,2,"Brooklyn",30,0,100,8,"1","0",10,"House",1,1
125,"11106","Entire home/apt",1,4,"Queens",0,0,100,10,"1","0",60,"Apartment",2,1
299,"10270","Entire home/apt",0,2,"Manhattan",27,1,100,10,"1","1",0,"Other",1,1
90,"10024","Private room",1,2,"Manhattan",0,0,100,10,"1","0",0,"Apartment",3,1
260,"10021","Entire home/apt",1,4,"Manhattan",0,0,80,10,"1","0",125,"Apartment",7,1
650,"10031","Entire home/apt",4,12,"Manhattan",13,1,100,10,"1","0",250,"Townhouse",5,2
99,"11369","Entire home/apt",2,6,"Queens",21,0,100,10,"1","0",85,"House",1,1
75,"10035","Entire home/apt",1,2,"Manhattan",0,1,100,9,"1","0",95,"Apartment",30,1
60,"11221","Private room",1,1,"Brooklyn",0,0,100,10,"1","0",0,"Apartment",7,1
189,"10012","Entire home/apt",0,2,"Manhattan",1,1,99,10,"0","0",65,"Apartment",2,1
170,"10012","Entire home/apt",1,3,"Manhattan",0,0,95,10,"1","0",30,"Apartment",3,1
160,"10019","Entire home/apt",1,3,"Manhattan",0,0,100,10,"1","1",80,"Apartment",4,1
77,"","Entire home/apt",1,2,"Queens",5,0,94,9,"1","0",54,"Other",1,1
267,"10016","Entire home/apt",0,2,"Manhattan",14,1,100,10,"1","1",120,"Apartment",2,1
200,"11206","Entire home/apt",2,4,"Brooklyn",6,0,95,10,"1","0",80,"Loft",2,1
110,"11203","Private room",1,2,"Brooklyn",30,0,87,9,"1","0",40,"Apartment",2,2
95,"11220","Entire home/apt",1,4,"Brooklyn",3,0,97,10,"1","0",49,"Other",1,1
70,"10027","Private room",1,2,"Manhattan",10,0,91,9,"1","0",50,"Apartment",1,1
62,"10032","Private room",1,2,"Manhattan",18,1,100,10,"1","1",40,"Apartment",2,1
50,"11219","Entire home/apt",1,4,"Brooklyn",0,0,60,6,"0","0",100,"Apartment",15,1
50,"11433","Private room",1,2,"Queens",4,0,84,9,"1","0",5,"Apartment",1,1
359,"10036","Private room",1,2,"Manhattan",19,0,95,10,"1","1",0,"Other",1,1
108,"11217","Entire home/apt",1,2,"Brooklyn",4,0,95,10,"0","0",0,"Apartment",14,1
150,"11432","Entire home/apt",2,7,"Queens",5,1,92,9,"1","0",100,"House",2,1
800,"11201","Entire home/apt",3,8,"Brooklyn",7,0,93,10,"1","0",200,"Apartment",1,4
250,"10012","Entire home/apt",1,2,"Manhattan",5,1,96,10,"1","0",100,"Apartment",2,1
140,"10469","Entire home/apt",2,6,"Bronx",5,0,90,10,"1","0",0,"Other",2,1
99,"10019","Private room",1,2,"Manhattan",14,0,94,10,"0","0",29,"Apartment",1,1
100,"11211","Private room",1,2,"Brooklyn",3,1,100,10,"1","0",50,"Apartment",1,1
60,"11355","Private room",1,2,"Queens",16,0,94,10,"0","0",10,"Townhouse",2,1
100,"10028","Private room",1,2,"Manhattan",16,0,100,10,"0","0",40,"Apartment",1,1
89,"11693","Entire home/apt",1,3,"Queens",22,0,100,10,"0","0",60,"Other",1,1
325,"10023","Entire home/apt",1,4,"Manhattan",5,0,95,10,"1","1",125,"Apartment",3,1
110,"10030","Entire home/apt",1,4,"Manhattan",13,0,70,10,"1","0",99,"Apartment",2,1
50,"11222","Private room",1,1,"Brooklyn",0,0,80,6,"0","0",30,"Apartment",4,1
239,"10036","Entire home/apt",1,3,"Manhattan",30,0,80,10,"1","1",100,"Apartment",30,1
200,"10014","Entire home/apt",1,2,"Manhattan",20,0,92,10,"1","0",100,"Apartment",2,1
160,"10009","Entire home/apt",1,2,"Manhattan",3,0,97,10,"1","0",40,"Apartment",3,1
150,"11211","Entire home/apt",1,2,"Brooklyn",0,0,90,9,"0","0",50,"Apartment",5,1
70,"10019","Shared room",1,2,"Manhattan",27,0,91,10,"1","0",10,"Apartment",1,1
39,"10030","Private room",1,1,"Manhattan",4,0,100,9,"0","0",0,"Apartment",30,1
29,"11207","Shared room",1,2,"Brooklyn",0,0,100,9,"0","0",10,"Apartment",1,1
220,"10019","Entire home/apt",1,2,"Manhattan",11,0,100,10,"1","0",80,"Apartment",5,1
99,"10308","Private room",2,3,"Staten Island",17,1,100,10,"1","0",10,"House",1,2
39,"11237","Private room",1,1,"Brooklyn",0,0,100,10,"1","0",15,"Apartment",7,1
90,"10001","Entire home/apt",0,2,"Manhattan",26,0,73,9,"1","0",50,"Apartment",30,1
125,"11221","Entire home/apt",1,4,"Brooklyn",3,1,99,10,"1","0",75,"Apartment",2,1
70,"11233","Private room",1,1,"Brooklyn",15,0,70,10,"0","0",25,"Apartment",2,1
180,"11211","Entire home/apt",1,2,"Brooklyn",10,0,100,10,"1","0",50,"Loft",3,1
57,"11211","Private room",1,1,"Brooklyn",3,0,100,10,"0","0",25,"Apartment",2,1
150,"11238","Entire home/apt",2,5,"Brooklyn",0,0,95,9,"1","1",50,"Apartment",5,1
450,"10011","Entire home/apt",1,4,"Manhattan",14,0,100,10,"1","0",60,"Apartment",1,1
170,"11228","Entire home/apt",2,4,"Brooklyn",0,1,95,9,"1","0",60,"Apartment",4,1
42,"11422","Private room",3,1,"Queens",0,0,87,9,"0","0",0,"Apartment",7,1
83,"11216","Private room",1,4,"Brooklyn",12,0,94,9,"1","0",40,"House",1,1
197,"11375","Entire home/apt",1,4,"Queens",0,0,96,9,"1","1",25,"Apartment",3,1
140,"11206","Entire home/apt",1,2,"Brooklyn",0,0,100,10,"1","0",40,"Apartment",7,1
100,"10016","Private room",1,2,"Manhattan",9,0,100,10,"1","1",75,"Apartment",6,1
110,"11231","Entire home/apt",1,2,"Brooklyn",0,0,90,10,"1","0",0,"Apartment",1,1
187,"10002","Entire home/apt",2,4,"Manhattan",13,1,100,10,"1","0",110,"Apartment",4,1
52,"11225","Private room",1,2,"Brooklyn",0,1,88,9,"1","0",15,"Apartment",4,1
200,"10023","Entire home/apt",1,2,"Manhattan",0,0,90,10,"1","1",100,"Apartment",4,1
150,"10037","Entire home/apt",1,4,"Manhattan",30,0,90,10,"1","1",100,"Apartment",30,1
68,"11355","Private room",0,2,"Queens",0,0,20,10,"0","0",0,"House",2,1
125,"10040","Entire home/apt",1,4,"Manhattan",0,0,100,10,"1","1",60,"Apartment",2,1
50,"11219","Private room",2,1,"Brooklyn",30,0,100,10,"0","0",75,"Apartment",3,1
45,"11221","Private room",1,1,"Brooklyn",1,0,100,10,"1","0",0,"Apartment",5,2
42,"11221","Private room",1,2,"Brooklyn",2,0,100,10,"0","0",0,"Apartment",1,1
250,"10025","Entire home/apt",2,5,"Manhattan",12,0,100,10,"1","0",100,"Apartment",2,1
79,"11233","Private room",1,2,"Brooklyn",23,0,100,6,"1","0",20,"House",4,1
150,"11211","Entire home/apt",1,3,"Brooklyn",0,0,87,10,"0","1",30,"Loft",3,1
99,"11216","Entire home/apt",1,3,"Brooklyn",0,0,93,9,"1","1",25,"Apartment",4,1
150,"10025","Private room",1,3,"Manhattan",4,1,99,10,"0","0",25,"Apartment",1,2
100,"11238","Private room",1,2,"Brooklyn",4,0,80,6,"0","0",0,"Apartment",1,1
150,"10014","Entire home/apt",1,2,"Manhattan",0,0,97,10,"1","0",60,"Apartment",26,1
195,"10002","Entire home/apt",0,2,"Manhattan",7,1,98,10,"1","0",50,"Apartment",2,1
125,"11206","Entire home/apt",1,2,"Brooklyn",0,0,100,10,"1","0",70,"Apartment",4,2
129,"11216","Entire home/apt",1,2,"Brooklyn",4,0,100,10,"1","1",0,"Condominium",8,1
170,"10028","Entire home/apt",0,2,"Manhattan",0,0,100,10,"1","1",50,"Apartment",5,1
200,"11216","Entire home/apt",2,4,"Brooklyn",0,1,100,10,"1","0",60,"Apartment",4,2
128,"10009","Entire home/apt",0,3,"Manhattan",0,0,97,10,"1","0",70,"Apartment",1,1
85,"10031","Private room",1,3,"Manhattan",0,0,92,10,"0","1",25,"Apartment",1,2
240,"10001","Entire home/apt",1,5,"Manhattan",4,0,80,9,"1","1",99,"Apartment",2,1
50,"11237","Private room",1,2,"Brooklyn",0,1,85,8,"1","0",50,"Apartment",2,1
339,"10017","Entire home/apt",2,6,"Manhattan",0,1,99,10,"1","1",99,"Condominium",3,2
65,"11373","Private room",1,2,"Queens",3,0,89,10,"0","0",20,"Townhouse",3,1
225,"10036","Entire home/apt",2,4,"Manhattan",15,0,87,10,"1","0",90,"House",2,2
160,"10012","Entire home/apt",1,4,"Manhattan",0,0,100,10,"1","0",150,"Apartment",4,1
65,"10026","Private room",1,2,"Manhattan",0,1,100,9,"0","0",50,"Apartment",6,1
110,"10036","Private room",1,2,"Manhattan",1,1,93,10,"1","1",35,"Apartment",1,1
273,"10002","Entire home/apt",2,6,"Manhattan",4,1,96,10,"1","0",100,"Apartment",4,1
90,"10019","Entire home/apt",1,2,"Manhattan",1,1,100,10,"1","0",0,"Apartment",3,1
269,"10021","Entire home/apt",1,2,"Manhattan",28,0,97,10,"1","1",200,"Apartment",2,1
29,"11214","Shared room",1,1,"Brooklyn",22,0,100,10,"0","0",11,"House",2,1
55,"11233","Private room",1,1,"Brooklyn",29,0,100,8,"1","0",50,"House",3,1
119,"11211","Entire home/apt",1,4,"Brooklyn",0,0,90,9,"0","0",30,"Apartment",2,1
174,"11435","Entire home/apt",2,6,"Queens",11,0,95,8,"1","0",63,"House",1,1
60,"11222","Private room",1,2,"Brooklyn",0,0,100,9,"0","0",30,"Apartment",3,1
56,"10032","Private room",1,2,"Manhattan",1,0,70,9,"1","0",10,"Apartment",1,1
250,"10012","Entire home/apt",2,4,"Manhattan",0,0,100,10,"1","0",125,"Apartment",2,1
90,"10003","Private room",1,2,"Manhattan",14,0,40,10,"0","1",0,"Apartment",1,1
39,"11421","Private room",1,2,"Queens",7,1,98,10,"1","0",40,"House",1,1
149,"11103","Private room",1,2,"Queens",30,0,100,10,"1","0",50,"House",1,1
127,"11238","Entire home/apt",1,2,"Brooklyn",0,0,93,10,"0","0",75,"Apartment",1,1
79,"11435","Private room",1,4,"Queens",16,0,93,9,"1","0",25,"House",1,1
205,"10012","Entire home/apt",0,2,"Manhattan",0,1,99,10,"1","0",90,"Apartment",2,1
495,"10003","Entire home/apt",2,5,"Manhattan",8,0,87,9,"1","0",135,"Loft",6,1
55,"11220","Private room",1,2,"Brooklyn",1,0,97,10,"0","0",0,"House",30,1
200,"10009","Entire home/apt",1,2,"Manhattan",0,0,100,10,"1","0",40,"Apartment",2,1
65,"11221","Private room",1,2,"Brooklyn",0,0,100,10,"1","0",25,"Apartment",2,2
61,"10022","Shared room",1,2,"Manhattan",3,1,98,10,"0","1",7,"Apartment",1,1
200,"10009","Entire home/apt",1,2,"Manhattan",0,0,100,10,"1","0",0,"Apartment",2,1
110,"10013","Private room",1,2,"Manhattan",0,0,92,10,"0","0",40,"Apartment",4,1
115,"11211","Entire home/apt",1,4,"Brooklyn",0,0,100,10,"1","0",60,"Apartment",6,1
180,"11211","Entire home/apt",1,3,"Brooklyn",7,0,94,10,"0","0",60,"Apartment",4,1
200,"11378","Entire home/apt",4,7,"Queens",10,0,97,10,"1","0",0,"Apartment",4,2
180,"11233","Entire home/apt",2,6,"Brooklyn",1,1,100,10,"1","0",80,"Apartment",2,1
175,"10023","Entire home/apt",1,3,"Manhattan",0,0,100,10,"1","1",60,"Apartment",7,1
55,"11206","Private room",1,2,"Brooklyn",0,0,94,9,"0","0",10,"Apartment",1,2
140,"10021","Entire home/apt",1,4,"Manhattan",19,0,92,10,"1","0",80,"Apartment",30,1
69,"11211","Private room",1,1,"Brooklyn",6,1,96,10,"1","0",55,"Loft",30,1
180,"11211","Entire home/apt",0,2,"Brooklyn",0,0,100,10,"0","0",100,"Apartment",2,1
85,"11238","Entire home/apt",1,1,"Brooklyn",1,0,100,8,"0","0",40,"Apartment",5,1
75,"11434","Entire home/apt",1,3,"Queens",0,1,93,8,"1","0",30,"Apartment",1,1
70,"11221","Private room",1,2,"Brooklyn",0,0,100,10,"1","0",20,"Apartment",1,1
95,"10013","Private room",1,1,"Manhattan",0,0,100,10,"0","0",30,"Apartment",5,1
55,"11216","Private room",1,3,"Brooklyn",4,0,93,9,"0","0",0,"Apartment",14,1
445,"10036","Entire home/apt",2,6,"Manhattan",2,0,97,10,"1","1",125,"Condominium",2,2
47,"11216","Private room",1,2,"Brooklyn",7,0,93,10,"1","0",30,"Apartment",2,2
70,"11237","Private room",1,2,"Brooklyn",0,0,92,10,"1","0",25,"Apartment",1,1
255,"11106","Entire home/apt",3,7,"Queens",5,1,98,10,"1","0",100,"Apartment",2,1
100,"10036","Private room",1,2,"Manhattan",16,0,93,10,"1","1",0,"Other",1,1
265,"10036","Entire home/apt",0,2,"Manhattan",0,1,96,10,"0","1",100,"Apartment",1,1
90,"10035","Private room",1,2,"Manhattan",4,0,96,8,"1","0",50,"Apartment",3,2
65,"11238","Private room",1,3,"Brooklyn",22,0,77,9,"0","0",30,"House",30,1
350,"11213","Entire home/apt",4,8,"Brooklyn",0,0,100,9,"1","0",170,"Apartment",3,2
125,"11233","Entire home/apt",1,6,"Brooklyn",21,0,88,9,"1","0",99,"Apartment",7,1
70,"11104","Entire home/apt",1,3,"Queens",0,0,100,10,"1","0",0,"Apartment",15,1
80,"11220","Private room",1,4,"Brooklyn",27,1,100,10,"0","0",40,"House",1,2
49,"11222","Private room",1,2,"Brooklyn",0,0,98,10,"0","0",5,"Apartment",1,1
195,"10022","Private room",1,2,"Manhattan",2,1,100,10,"1","1",120,"Condominium",3,1
85,"11211","Private room",1,2,"Brooklyn",0,0,97,10,"1","0",25,"Apartment",2,1
139,"11221","Entire home/apt",3,5,"Brooklyn",0,0,100,9,"1","0",200,"Townhouse",9,2
102,"10038","Entire home/apt",1,2,"Manhattan",0,0,92,9,"1","0",25,"Apartment",1,1
111,"10024","Private room",1,2,"Manhattan",9,1,92,10,"0","0",0,"Apartment",2,1
45,"11385","Private room",1,1,"Brooklyn",0,0,100,10,"1","0",15,"Apartment",2,1
130,"11205","Entire home/apt",1,3,"Brooklyn",0,0,100,10,"1","0",60,"Apartment",5,1
80,"11355","Private room",1,2,"Queens",17,0,92,9,"0","0",25,"House",1,1
33,"11236","Private room",1,2,"Brooklyn",9,0,96,9,"0","0",10,"House",1,1
75,"11375","Shared room",1,2,"Queens",19,0,91,9,"0","1",10,"Apartment",5,1
115,"10009","Private room",1,2,"Manhattan",4,1,97,10,"0","0",60,"Apartment",2,1
66,"11232","Private room",1,2,"Brooklyn",13,0,95,9,"0","1",20,"House",1,1
80,"10009","Private room",1,2,"Manhattan",4,1,100,9,"1","0",85,"Apartment",5,1
40,"11220","Private room",1,2,"Brooklyn",0,0,80,8,"1","0",0,"Apartment",2,2
100,"10016","Private room",1,2,"Manhattan",0,0,93,9,"1","1",0,"Apartment",1,1
80,"10473","Private room",1,2,"Bronx",29,0,95,10,"1","0",20,"House",1,1
250,"11217","Entire home/apt",1,2,"Brooklyn",0,0,93,10,"1","0",99,"Apartment",2,1
99,"10040","Private room",1,1,"Manhattan",29,0,94,10,"0","1",55,"Apartment",2,1
40,"11413","Private room",1,1,"Queens",23,0,85,9,"1","0",15,"House",2,1
110,"10002","Entire home/apt",1,2,"Manhattan",0,0,100,10,"1","1",0,"Apartment",4,1
80,"11237","Entire home/apt",1,2,"Queens",0,0,73,9,"1","0",25,"Apartment",30,1
119,"10003","Private room",1,2,"Manhattan",0,0,96,10,"1","0",50,"Apartment",1,1
99,"11207","Entire home/apt",3,8,"Brooklyn",9,0,100,10,"1","0",65,"Other",2,1
269,"10019","Entire home/apt",1,4,"Manhattan",0,0,80,10,"1","1",80,"Condominium",5,1
60,"11221","Private room",1,2,"Brooklyn",4,0,87,9,"0","0",10,"Apartment",1,1
60,"11221","Private room",1,2,"Brooklyn",0,0,92,9,"1","0",15,"Apartment",210,1
48,"11101","Private room",1,1,"Queens",30,0,52,7,"0","0",0,"House",7,1
90,"11233","Private room",1,2,"Brooklyn",13,0,100,9,"0","0",30,"Townhouse",2,2
120,"11373","Entire home/apt",2,6,"Queens",6,0,92,10,"1","0",50,"House",2,1
55,"11237","Private room",1,1,"Brooklyn",0,0,100,10,"0","0",50,"Apartment",2,3
499,"10003","Entire home/apt",2,8,"Manhattan",4,1,99,10,"1","1",175,"Apartment",4,1
225,"10004","Entire home/apt",2,4,"Manhattan",9,0,95,10,"1","1",110,"Apartment",3,1
130,"11211","Entire home/apt",1,3,"Brooklyn",4,1,99,10,"0","0",70,"Apartment",2,1
77,"11206","Private room",1,3,"Brooklyn",2,0,71,8,"1","0",30,"Apartment",1,3
92,"10027","Entire home/apt",0,3,"Manhattan",6,0,88,10,"1","0",25,"Apartment",2,1
95,"10027","Private room",1,2,"Manhattan",14,0,94,9,"0","0",50,"Apartment",4,1
50,"10031","Private room",1,2,"Manhattan",0,0,20,8,"1","0",25,"Apartment",1,1
150,"10128","Private room",1,2,"Manhattan",0,1,96,10,"1","0",30,"Apartment",1,1
55,"11106","Private room",1,1,"Queens",0,0,80,10,"1","0",0,"Apartment",2,1
80,"10012","Private room",1,2,"Manhattan",0,1,98,10,"1","0",50,"Apartment",1,1
93,"11206","Private room",1,2,"Brooklyn",0,1,100,9,"0","0",15,"Apartment",3,1
92,"10025","Private room",1,1,"Manhattan",0,0,98,10,"0","0",35,"Apartment",1,1
55,"11354","Private room",1,2,"Queens",13,0,84,9,"1","0",20,"House",1,1
225,"11215","Entire home/apt",1,4,"Brooklyn",0,0,100,10,"1","0",120,"Apartment",2,2
115,"10025","Entire home/apt",1,3,"Manhattan",5,0,88,9,"1","0",25,"Apartment",2,1
60,"10003","Private room",1,1,"Manhattan",2,0,92,10,"1","0",50,"Apartment",7,1
185,"11225","Entire home/apt",3,8,"Brooklyn",5,1,99,10,"0","0",125,"Apartment",2,1
49,"10451","Private room",1,2,"Bronx",21,0,94,9,"0","0",69,"Loft",2,1
250,"10021","Entire home/apt",2,4,"Manhattan",0,0,100,10,"0","0",0,"Apartment",2,1
85,"10038","Shared room",1,1,"Manhattan",26,0,95,10,"1","1",0,"Apartment",3,2
